SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,TICKER,,,,,,,,,,,,,,,,,
BALKRISHNA,Balkrishna Paper Mills Limited,BE,28-Jul-2015,10,1,INE875R01011,10,"'BALKRISHNA.NS',",,,,,,,,,,,,,,,,,
BALKRISIND,Balkrishna Industries Limited,EQ,27-Jan-2006,2,1,INE787D01026,2,"'BALKRISIND.NS',",,,,,,,,,,,,,,,,,
BALLARPUR,Ballarpur Industries Limited,BZ,31-Mar-2008,2,1,INE294A01037,2,"'BALLARPUR.NS',",,,,,,,,,,,,,,,,,
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-Jul-1995,10,1,INE164A01016,10,"'BALMLAWRIE.NS',",,,,,,,,,,,,,,,,,
BALPHARMA,Bal Pharma Limited,BE,08-May-2006,10,1,INE083D01012,10,"'BALPHARMA.NS',",,,,,,,,,,,,,,,,,
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-Feb-1995,1,1,INE119A01028,1,"'BALRAMCHIN.NS',",,,,,,,,,,,,,,,,,
BANARBEADS,Banaras Beads Limited,EQ,07-Jul-1995,10,1,INE655B01011,10,"'BANARBEADS.NS',",,,,,,,,,,,,,,,,,
BANARISUG,Bannari Amman Sugars Limited,EQ,28-May-2003,10,1,INE459A01010,10,"'BANARISUG.NS',",,,,,,,,,,,,,,,,,
BANCOINDIA,Banco Products (I) Limited,EQ,22-Dec-2006,2,1,INE213C01025,2,"'BANCOINDIA.NS',",,,,,,,,,,,,,,,,,
BANDHANBNK,Bandhan Bank Limited,EQ,27-Mar-2018,10,1,INE545U01014,10,"'BANDHANBNK.NS',",,,,,,,,,,,,,,,,,
BANG,Bang Overseas Limited,EQ,20-Feb-2008,10,1,INE863I01016,10,"'BANG.NS',",,,,,,,,,,,,,,,,,
BANKA,Banka BioLoo Limited,EQ,29-Oct-2020,10,1,INE862Y01015,10,"'BANKA.NS',",,,,,,,,,,,,,,,,,
BANKBARODA,Bank of Baroda,EQ,19-Feb-1997,2,1,INE028A01039,2,"'BANKBARODA.NS',",,,,,,,,,,,,,,,,,
BANKINDIA,Bank of India,EQ,30-Apr-1997,10,1,INE084A01016,10,"'BANKINDIA.NS',",,,,,,,,,,,,,,,,,
BANSWRAS,Banswara Syntex Limited,EQ,11-Apr-2007,10,1,INE629D01012,10,"'BANSWRAS.NS',",,,,,,,,,,,,,,,,,
BARBEQUE,Barbeque Nation Hospitality Limited,EQ,07-Apr-2021,5,1,INE382M01027,5,"'BARBEQUE.NS',",,,,,,,,,,,,,,,,,
BARTRONICS,Bartronics India Limited,BZ,12-Jan-2006,10,1,INE855F01034,10,"'BARTRONICS.NS',",,,,,,,,,,,,,,,,,
BASF,BASF India Limited,EQ,17-May-1995,10,1,INE373A01013,10,"'BASF.NS',",,,,,,,,,,,,,,,,,
BASML,Bannari Amman Spinning Mills Limited,BE,14-Nov-2005,5,1,INE186H01022,5,"'BASML.NS',",,,,,,,,,,,,,,,,,
BATAINDIA,Bata India Limited,EQ,18-Jun-2003,5,1,INE176A01028,5,"'BATAINDIA.NS',",,,,,,,,,,,,,,,,,
BAYERCROP,Bayer Cropscience Limited,EQ,08-Jan-2010,10,1,INE462A01022,10,"'BAYERCROP.NS',",,,,,,,,,,,,,,,,,
BBL,Bharat Bijlee Limited,EQ,21-Nov-2006,10,1,INE464A01028,10,"'BBL.NS',",,,,,,,,,,,,,,,,,
BBTC,Bombay Burmah Trading Corporation Limited,EQ,03-Apr-1996,2,1,INE050A01025,2,"'BBTC.NS',",,,,,,,,,,,,,,,,,
BCG,Brightcom Group Limited,EQ,08-May-2015,2,1,INE425B01027,2,"'BCG.NS',",,,,,,,,,,,,,,,,,
BCLIND,Bcl Industries Limited,EQ,04-Mar-2021,10,1,INE412G01016,10,"'BCLIND.NS',",,,,,,,,,,,,,,,,,
BCP,B.C. Power Controls Ltd,EQ,19-Aug-2019,2,1,INE905P01028,2,"'BCP.NS',",,,,,,,,,,,,,,,,,
BDL,Bharat Dynamics Limited,EQ,23-Mar-2018,10,1,INE171Z01018,10,"'BDL.NS',",,,,,,,,,,,,,,,,,
BEARDSELL,Beardsell Limited,BE,13-Jan-2015,2,1,INE520H01022,2,"'BEARDSELL.NS',",,,,,,,,,,,,,,,,,
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-Dec-2020,10,1,INE495P01012,10,"'BECTORFOOD.NS',",,,,,,,,,,,,,,,,,
BEDMUTHA,Bedmutha Industries Limited,EQ,14-Oct-2010,10,1,INE844K01012,10,"'BEDMUTHA.NS',",,,,,,,,,,,,,,,,,
BEL,Bharat Electronics Limited,EQ,19-Jul-2000,1,1,INE263A01024,1,"'BEL.NS',",,,,,,,,,,,,,,,,,
BEML,BEML Limited,EQ,05-Nov-2003,10,1,INE258A01016,10,"'BEML.NS',",,,,,,,,,,,,,,,,,
BEPL,Bhansali Engineering Polymers Limited,EQ,21-Mar-2005,1,1,INE922A01025,1,"'BEPL.NS',",,,,,,,,,,,,,,,,,
BERGEPAINT,Berger Paints (I) Limited,EQ,24-Nov-1999,1,1,INE463A01038,1,"'BERGEPAINT.NS',",,,,,,,,,,,,,,,,,
BESTAGRO,Best Agrolife Limited,EQ,22-Feb-2021,10,1,INE052T01013,10,"'BESTAGRO.NS',",,,,,,,,,,,,,,,,,
BFINVEST,BF Investment Limited,EQ,14-Jan-2011,5,1,INE878K01010,5,"'BFINVEST.NS',",,,,,,,,,,,,,,,,,
BFUTILITIE,BF Utilities Limited,EQ,03-May-2007,5,1,INE243D01012,5,"'BFUTILITIE.NS',",,,,,,,,,,,,,,,,,
BGLOBAL,Bharatiya Global Infomedia Limited,BE,28-Jul-2011,10,1,INE224M01013,10,"'BGLOBAL.NS',",,,,,,,,,,,,,,,,,
BGRENERGY,BGR Energy Systems Limited,EQ,03-Jan-2008,10,1,INE661I01014,10,"'BGRENERGY.NS',",,,,,,,,,,,,,,,,,
BHAGERIA,Bhageria Industries Limited,EQ,02-Mar-2016,5,1,INE354C01027,5,"'BHAGERIA.NS',",,,,,,,,,,,,,,,,,
BHAGYANGR,Bhagyanagar India Limited,EQ,17-May-2017,2,1,INE458B01036,2,"'BHAGYANGR.NS',",,,,,,,,,,,,,,,,,
BHAGYAPROP,Bhagyanagar Properties Limited,EQ,20-Jul-2017,2,1,INE363W01018,2,"'BHAGYAPROP.NS',",,,,,,,,,,,,,,,,,
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-Jan-2017,1,1,INE474E01029,1,"'BHANDARI.NS',",,,,,,,,,,,,,,,,,
BHARATFORG,Bharat Forge Limited,EQ,04-Apr-2003,2,1,INE465A01025,2,"'BHARATFORG.NS',",,,,,,,,,,,,,,,,,
BHARATGEAR,Bharat Gears Limited,EQ,03-Apr-1996,10,1,INE561C01019,10,"'BHARATGEAR.NS',",,,,,,,,,,,,,,,,,
BHARATRAS,Bharat Rasayan Limited,EQ,11-Oct-1995,10,1,INE838B01013,10,"'BHARATRAS.NS',",,,,,,,,,,,,,,,,,
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-Apr-2016,10,1,INE316L01019,10,"'BHARATWIRE.NS',",,,,,,,,,,,,,,,,,
BHARTIARTL,Bharti Airtel Limited,EQ,15-Feb-2002,5,1,INE397D01024,5,"'BHARTIARTL.NS',",,,,,,,,,,,,,,,,,
BHEL,Bharat Heavy Electricals Limited,EQ,11-Nov-2003,2,1,INE257A01026,2,"'BHEL.NS',",,,,,,,,,,,,,,,,,
BIGBLOC,Bigbloc Construction Limited,EQ,02-Sep-2016,10,1,INE412U01017,10,"'BIGBLOC.NS',",,,,,,,,,,,,,,,,,
BIL,Bhartiya International Limited,BE,12-Apr-2000,10,1,INE828A01016,10,"'BIL.NS',",,,,,,,,,,,,,,,,,
BILENERGY,Bil Energy Systems Limited,BZ,15-Feb-2011,1,1,INE607L01029,1,"'BILENERGY.NS',",,,,,,,,,,,,,,,,,
BINDALAGRO,Oswal Chemicals & Fertilizers Limited,EQ,28-Aug-1996,10,1,INE143A01010,10,"'BINDALAGRO.NS',",,,,,,,,,,,,,,,,,
BIOCON,Biocon Limited,EQ,07-Apr-2004,5,1,INE376G01013,5,"'BIOCON.NS',",,,,,,,,,,,,,,,,,
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-Jun-1996,10,1,INE829A01014,10,"'BIOFILCHEM.NS',",,,,,,,,,,,,,,,,,
BIRLACABLE,Birla Cable Limited,EQ,06-Dec-1995,10,1,INE800A01015,10,"'BIRLACABLE.NS',",,,,,,,,,,,,,,,,,
BIRLACORPN,Birla Corporation Limited,EQ,12-Apr-1995,10,1,INE340A01012,10,"'BIRLACORPN.NS',",,,,,,,,,,,,,,,,,
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-Feb-2008,1,1,INE865C01022,1,"'BIRLAMONEY.NS',",,,,,,,,,,,,,,,,,
BIRLATYRE,Birla Tyres Limited,EQ,10-Feb-2020,10,1,INE0AEJ01013,10,"'BIRLATYRE.NS',",,,,,,,,,,,,,,,,,
BKMINDST,Bkm Industries Limited,BE,30-Mar-2015,1,1,INE831Q01016,1,"'BKMINDST.NS',",,,,,,,,,,,,,,,,,
BLBLIMITED,BLB Limited,EQ,31-May-2000,1,1,INE791A01024,1,"'BLBLIMITED.NS',",,,,,,,,,,,,,,,,,
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-Jul-2010,1,1,INE416D01022,1,"'BLISSGVS.NS',",,,,,,,,,,,,,,,,,
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-Mar-2006,1,1,INE350H01032,1,"'BLKASHYAP.NS',",,,,,,,,,,,,,,,,,
BLS,BLS International Services Limited,EQ,14-Jun-2016,1,1,INE153T01027,1,"'BLS.NS',",,,,,,,,,,,,,,,,,
BLUECHIP,Blue Chip India Limited,BE,12-Mar-1997,2,1,INE657B01025,2,"'BLUECHIP.NS',",,,,,,,,,,,,,,,,,
BLUECOAST,Blue Coast Hotels Limited,BE,16-Feb-2000,10,1,INE472B01011,10,"'BLUECOAST.NS',",,,,,,,,,,,,,,,,,
BLUEDART,Blue Dart Express Limited,EQ,12-Dec-2002,10,1,INE233B01017,10,"'BLUEDART.NS',",,,,,,,,,,,,,,,,,
BLUESTARCO,Blue Star Limited,EQ,15-Jun-2000,2,1,INE472A01039,2,"'BLUESTARCO.NS',",,,,,,,,,,,,,,,,,
BODALCHEM,Bodal Chemicals Limited,EQ,22-Aug-2011,2,1,INE338D01028,2,"'BODALCHEM.NS',",,,,,,,,,,,,,,,,,
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-Apr-1995,2,1,INE032A01023,2,"'BOMDYEING.NS',",,,,,,,,,,,,,,,,,
BOROLTD,Borosil Limited,EQ,22-Jul-2020,1,1,INE02PY01013,1,"'BOROLTD.NS',",,,,,,,,,,,,,,,,,
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-May-2018,1,1,INE666D01022,1,"'BORORENEW.NS',",,,,,,,,,,,,,,,,,
BOSCHLTD,Bosch Limited,EQ,12-May-2003,10,1,INE323A01026,10,"'BOSCHLTD.NS',",,,,,,,,,,,,,,,,,
BPCL,Bharat Petroleum Corporation Limited,EQ,13-Sep-1995,10,1,INE029A01011,10,"'BPCL.NS',",,,,,,,,,,,,,,,,,
BPL,BPL Limited,EQ,14-Jun-1995,10,1,INE110A01019,10,"'BPL.NS',",,,,,,,,,,,,,,,,,
BRFL,Bombay Rayon Fashions Limited,EQ,05-Dec-2005,10,1,INE589G01011,10,"'BRFL.NS',",,,,,,,,,,,,,,,,,
BRIGADE,Brigade Enterprises Limited,EQ,31-Dec-2007,10,1,INE791I01019,10,"'BRIGADE.NS',",,,,,,,,,,,,,,,,,
BRITANNIA,Britannia Industries Limited,EQ,05-Nov-1998,1,1,INE216A01030,1,"'BRITANNIA.NS',",,,,,,,,,,,,,,,,,
BRNL,Bharat Road Network Limited,EQ,18-Sep-2017,10,1,INE727S01012,10,"'BRNL.NS',",,,,,,,,,,,,,,,,,
BROOKS,Brooks Laboratories Limited,EQ,05-Sep-2011,10,1,INE650L01011,10,"'BROOKS.NS',",,,,,,,,,,,,,,,,,
BSE,BSE Limited,EQ,03-Feb-2017,2,1,INE118H01025,2,"'BSE.NS',",,,,,,,,,,,,,,,,,
BSELINFRA,BSEL Infrastructure Realty Limited,EQ,07-Feb-2001,10,1,INE395A01016,10,"'BSELINFRA.NS',",,,,,,,,,,,,,,,,,
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,28-Oct-2020,10,1,INE032Z01012,10,"'BSHSL.NS',",,,,,,,,,,,,,,,,,
BSL,BSL Limited,EQ,27-Jul-1995,10,1,INE594B01012,10,"'BSL.NS',",,,,,,,,,,,,,,,,,
BSOFT,BIRLASOFT LIMITED,EQ,24-Nov-1999,2,1,INE836A01035,2,"'BSOFT.NS',",,,,,,,,,,,,,,,,,
BURGERKING,Burger King India Limited,EQ,14-Dec-2020,10,1,INE07T201019,10,"'BURGERKING.NS',",,,,,,,,,,,,,,,,,
BURNPUR,Burnpur Cement Limited,BE,03-Jan-2008,10,1,INE817H01014,10,"'BURNPUR.NS',",,,,,,,,,,,,,,,,,
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-Apr-2014,10,1,INE295F01017,10,"'BUTTERFLY.NS',",,,,,,,,,,,,,,,,,
BVCL,Barak Valley Cements Limited,BE,23-Nov-2007,10,1,INE139I01011,10,"'BVCL.NS',",,,,,,,,,,,,,,,,,
BYKE,The Byke Hospitality Ltd,BE,15-Apr-2015,10,1,INE319B01014,10,"'BYKE.NS',",,,,,,,,,,,,,,,,,
CADILAHC,Cadila Healthcare Limited,EQ,18-Apr-2000,1,1,INE010B01027,1,"'CADILAHC.NS',",,,,,,,,,,,,,,,,,
CALSOFT,California Software Company Limited,EQ,28-Jun-2000,10,1,INE526B01014,10,"'CALSOFT.NS',",,,,,,,,,,,,,,,,,
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-Jan-2015,1,1,INE052I01032,1,"'CAMLINFINE.NS',",,,,,,,,,,,,,,,,,
CAMS,Computer Age Management Services Limited,EQ,07-May-2021,10,1,INE596I01012,10,"'CAMS.NS',",,,,,,,,,,,,,,,,,
CANBK,Canara Bank,EQ,23-Dec-2002,10,1,INE476A01014,10,"'CANBK.NS',",,,,,,,,,,,,,,,,,
CANDC,C & C Constructions Limited,BZ,26-Feb-2007,10,1,INE874H01015,10,"'CANDC.NS',",,,,,,,,,,,,,,,,,
CANFINHOME,Can Fin Homes Limited,EQ,10-May-1995,2,1,INE477A01020,2,"'CANFINHOME.NS',",,,,,,,,,,,,,,,,,
CANTABIL,Cantabil Retail India Limited,EQ,12-Oct-2010,10,1,INE068L01016,10,"'CANTABIL.NS',",,,,,,,,,,,,,,,,,
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-Sep-2017,10,1,INE264T01014,10,"'CAPACITE.NS',",,,,,,,,,,,,,,,,,
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-Jun-2014,2,1,INE475E01026,2,"'CAPLIPOINT.NS',",,,,,,,,,,,,,,,,,
CAPTRUST,Capital Trust Limited,EQ,16-Jan-2017,10,1,INE707C01018,10,"'CAPTRUST.NS',",,,,,,,,,,,,,,,,,
CARBORUNIV,Carborundum Universal Limited,EQ,03-Apr-1996,1,1,INE120A01034,1,"'CARBORUNIV.NS',",,,,,,,,,,,,,,,,,
CAREERP,Career Point Limited,EQ,06-Oct-2010,10,1,INE521J01018,10,"'CAREERP.NS',",,,,,,,,,,,,,,,,,
CARERATING,CARE Ratings Limited,EQ,26-Dec-2012,10,1,INE752H01013,10,"'CARERATING.NS',",,,,,,,,,,,,,,,,,
CASTEXTECH,Castex Technologies Limited,BE,27-Jun-2005,2,1,INE068D01021,2,"'CASTEXTECH.NS',",,,,,,,,,,,,,,,,,
CASTROLIND,Castrol India Limited,EQ,14-Mar-2014,5,1,INE172A01027,5,"'CASTROLIND.NS',",,,,,,,,,,,,,,,,,
CCCL,Consolidated Construction Consortium Limited,BE,15-Oct-2007,2,1,INE429I01024,2,"'CCCL.NS',",,,,,,,,,,,,,,,,,
CCHHL,Country Club Hospitality & Holidays Limited,BE,03-Feb-2015,2,1,INE652F01027,2,"'CCHHL.NS',",,,,,,,,,,,,,,,,,
CCL,CCL Products (India) Limited,EQ,07-Jun-2004,2,1,INE421D01022,2,"'CCL.NS',",,,,,,,,,,,,,,,,,
CDSL,Central Depository Services (India) Limited,EQ,30-Jun-2017,10,1,INE736A01011,10,"'CDSL.NS',",,,,,,,,,,,,,,,,,
CEATLTD,CEAT Limited,EQ,01-Feb-2008,10,1,INE482A01020,10,"'CEATLTD.NS',",,,,,,,,,,,,,,,,,
CEBBCO,Commercial Engineers & Body Builders Co Limited,EQ,18-Oct-2010,10,1,INE209L01016,10,"'CEBBCO.NS',",,,,,,,,,,,,,,,,,
CELEBRITY,Celebrity Fashions Limited,EQ,12-Jan-2006,10,1,INE185H01016,10,"'CELEBRITY.NS',",,,,,,,,,,,,,,,,,
CENTENKA,Century Enka Limited,EQ,10-May-1995,10,1,INE485A01015,10,"'CENTENKA.NS',",,,,,,,,,,,,,,,,,
CENTEXT,Century Extrusions Limited,EQ,20-Jul-2004,1,1,INE281A01026,1,"'CENTEXT.NS',",,,,,,,,,,,,,,,,,
CENTRALBK,Central Bank of India,EQ,21-Aug-2007,10,1,INE483A01010,10,"'CENTRALBK.NS',",,,,,,,,,,,,,,,,,
CENTRUM,Centrum Capital Limited,EQ,04-Apr-2018,1,1,INE660C01027,1,"'CENTRUM.NS',",,,,,,,,,,,,,,,,,
CENTUM,Centum Electronics Limited,EQ,05-Oct-2007,10,1,INE320B01020,10,"'CENTUM.NS',",,,,,,,,,,,,,,,,,
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-Mar-2006,1,1,INE348B01021,1,"'CENTURYPLY.NS',",,,,,,,,,,,,,,,,,
CENTURYTEX,Century Textiles & Industries Limited,EQ,27-Jun-2003,10,1,INE055A01016,10,"'CENTURYTEX.NS',",,,,,,,,,,,,,,,,,
CERA,Cera Sanitaryware Limited,EQ,02-Nov-2007,5,1,INE739E01017,5,"'CERA.NS',",,,,,,,,,,,,,,,,,
CEREBRAINT,Cerebra Integrated Technologies Limited,EQ,26-Jun-2013,10,1,INE345B01019,10,"'CEREBRAINT.NS',",,,,,,,,,,,,,,,,,
CESC,CESC Limited,EQ,08-Feb-1995,10,1,INE486A01013,10,"'CESC.NS',",,,,,,,,,,,,,,,,,
CGCL,Capri Global Capital Limited,EQ,29-Oct-2010,2,1,INE180C01026,2,"'CGCL.NS',",,,,,,,,,,,,,,,,,
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-Mar-1995,2,1,INE067A01029,2,"'CGPOWER.NS',",,,,,,,,,,,,,,,,,
CHALET,Chalet Hotels Limited,EQ,07-Feb-2019,10,1,INE427F01016,10,"'CHALET.NS',",,,,,,,,,,,,,,,,,
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-Jun-1995,10,1,INE085A01013,10,"'CHAMBLFERT.NS',",,,,,,,,,,,,,,,,,
CHEMBOND,Chembond Chemicals Ltd,EQ,20-Nov-2019,5,1,INE995D01025,5,"'CHEMBOND.NS',",,,,,,,,,,,,,,,,,
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-Oct-2020,10,1,INE03YM01018,10,"'CHEMCON.NS',",,,,,,,,,,,,,,,,,
CHEMFAB,Chemfab Alkalis Limited,EQ,25-Apr-2018,10,1,INE783X01023,10,"'CHEMFAB.NS',",,,,,,,,,,,,,,,,,
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-Jun-2000,10,1,INE178A01016,10,"'CHENNPETRO.NS',",,,,,,,,,,,,,,,,,
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-May-1996,2,1,INE121A01024,2,"'CHOLAFIN.NS',",,,,,,,,,,,,,,,,,
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-Sep-2017,1,1,INE149A01033,1,"'CHOLAHLDNG.NS',",,,,,,,,,,,,,,,,,
CHROMATIC,Chromatic India Limited,BZ,29-May-2012,10,1,INE662C01015,10,"'CHROMATIC.NS',",,,,,,,,,,,,,,,,,
CIGNITITEC,Cigniti Technologies Limited,EQ,13-Oct-2014,10,1,INE675C01017,10,"'CIGNITITEC.NS',",,,,,,,,,,,,,,,,,
CINELINE,Cineline India Limited,EQ,13-Jun-2012,5,1,INE704H01022,5,"'CINELINE.NS',",,,,,,,,,,,,,,,,,
CINEVISTA,Cinevista Limited,BE,02-May-2000,2,1,INE039B01026,2,"'CINEVISTA.NS',",,,,,,,,,,,,,,,,,
CIPLA,Cipla Limited,EQ,08-Feb-1995,2,1,INE059A01026,2,"'CIPLA.NS',",,,,,,,,,,,,,,,,,
CLEDUCATE,CL Educate Limited,EQ,31-Mar-2017,10,1,INE201M01011,10,"'CLEDUCATE.NS',",,,,,,,,,,,,,,,,,
CLNINDIA,Clariant Chemicals (India) Limited,EQ,14-Jun-1995,10,1,INE492A01029,10,"'CLNINDIA.NS',",,,,,,,,,,,,,,,,,
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-May-2021,2,1,INE419D01026,2,"'CLSEL.NS',",,,,,,,,,,,,,,,,,
CMICABLES,CMI Limited,EQ,29-Nov-2016,10,1,INE981B01011,10,"'CMICABLES.NS',",,,,,,,,,,,,,,,,,
COALINDIA,Coal India Limited,EQ,04-Nov-2010,10,1,INE522F01014,10,"'COALINDIA.NS',",,,,,,,,,,,,,,,,,
COCHINSHIP,Cochin Shipyard Limited,EQ,11-Aug-2017,10,1,INE704P01017,10,"'COCHINSHIP.NS',",,,,,,,,,,,,,,,,,
COFFEEDAY,Coffee Day Enterprises Limited,EQ,02-Nov-2015,10,1,INE335K01011,10,"'COFFEEDAY.NS',",,,,,,,,,,,,,,,,,
COFORGE,Coforge Limited,EQ,30-Aug-2004,10,1,INE591G01017,10,"'COFORGE.NS',",,,,,,,,,,,,,,,,,
COLPAL,Colgate Palmolive (India) Limited,EQ,17-Dec-2007,1,1,INE259A01022,1,"'COLPAL.NS',",,,,,,,,,,,,,,,,,
COMPINFO,Compuage Infocom Limited,EQ,07-Jul-2016,2,1,INE070C01037,2,"'COMPINFO.NS',",,,,,,,,,,,,,,,,,
COMPUSOFT,Compucom Software Limited,EQ,02-Mar-2012,2,1,INE453B01029,2,"'COMPUSOFT.NS',",,,,,,,,,,,,,,,,,
CONCOR,Container Corporation of India Limited,EQ,07-May-1997,5,1,INE111A01025,5,"'CONCOR.NS',",,,,,,,,,,,,,,,,,
CONFIPET,Confidence Petroleum India Limited,EQ,13-Jun-2019,1,1,INE552D01024,1,"'CONFIPET.NS',",,,,,,,,,,,,,,,,,
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-Mar-2005,10,1,INE025A01027,10,"'CONSOFINVT.NS',",,,,,,,,,,,,,,,,,
CONTROLPR,Control Print Limited,EQ,24-Jun-2016,10,1,INE663B01015,10,"'CONTROLPR.NS',",,,,,,,,,,,,,,,,,
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-Mar-1996,2,1,INE558D01021,2,"'CORALFINAC.NS',",,,,,,,,,,,,,,,,,
CORDSCABLE,Cords Cable Industries Limited,EQ,13-Feb-2008,10,1,INE792I01017,10,"'CORDSCABLE.NS',",,,,,,,,,,,,,,,,,
COROMANDEL,Coromandel International Limited,EQ,31-May-1995,1,1,INE169A01031,1,"'COROMANDEL.NS',",,,,,,,,,,,,,,,,,
COSMOFILMS,Cosmo Films Limited,EQ,25-May-1995,10,1,INE757A01017,10,"'COSMOFILMS.NS',",,,,,,,,,,,,,,,,,
COUNCODOS,Country Condo's Limited,EQ,22-Jan-2009,1,1,INE695B01025,1,"'COUNCODOS.NS',",,,,,,,,,,,,,,,,,
COX&KINGS,Cox & Kings Limited,BZ,11-Dec-2009,5,1,INE008I01026,5,"'COX&KINGS.NS',",,,,,,,,,,,,,,,,,
CRAFTSMAN,Craftsman Automation Limited,EQ,25-Mar-2021,5,1,INE00LO01017,5,"'CRAFTSMAN.NS',",,,,,,,,,,,,,,,,,
CREATIVE,Creative Peripherals and Distribution Limited,EQ,05-Aug-2019,10,1,INE985W01018,10,"'CREATIVE.NS',",,,,,,,,,,,,,,,,,
CREATIVEYE,Creative Eye Limited,EQ,20-Dec-2000,5,1,INE230B01021,5,"'CREATIVEYE.NS',",,,,,,,,,,,,,,,,,
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-Aug-2018,10,1,INE741K01010,10,"'CREDITACC.NS',",,,,,,,,,,,,,,,,,
CREST,Crest Ventures Limited,EQ,27-Dec-2006,10,1,INE559D01011,10,"'CREST.NS',",,,,,,,,,,,,,,,,,
CRISIL,CRISIL Limited,EQ,28-Jun-1995,1,1,INE007A01025,1,"'CRISIL.NS',",,,,,,,,,,,,,,,,,
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-May-2016,2,1,INE299U01018,2,"'CROMPTON.NS',",,,,,,,,,,,,,,,,,
CSBBANK,CSB Bank Limited,EQ,04-Dec-2019,10,1,INE679A01013,10,"'CSBBANK.NS',",,,,,,,,,,,,,,,,,
CTE,Cambridge Technology Enterprises Limited,EQ,07-Feb-2007,10,1,INE627H01017,10,"'CTE.NS',",,,,,,,,,,,,,,,,,
CUB,City Union Bank Limited,EQ,25-Aug-1998,1,1,INE491A01021,1,"'CUB.NS',",,,,,,,,,,,,,,,,,
CUBEXTUB,Cubex Tubings Limited,BE,24-Apr-1996,10,1,INE144D01012,10,"'CUBEXTUB.NS',",,,,,,,,,,,,,,,,,
CUMMINSIND,Cummins India Limited,EQ,29-Mar-1995,2,1,INE298A01020,2,"'CUMMINSIND.NS',",,,,,,,,,,,,,,,,,
CUPID,Cupid Limited,EQ,16-Sep-2016,10,1,INE509F01011,10,"'CUPID.NS',",,,,,,,,,,,,,,,,,
CYBERMEDIA,Cyber Media (India) Limited,EQ,10-Jun-2005,10,1,INE278G01037,10,"'CYBERMEDIA.NS',",,,,,,,,,,,,,,,,,
CYBERTECH,Cybertech Systems And Software Limited,EQ,27-Jan-1999,10,1,INE214A01019,10,"'CYBERTECH.NS',",,,,,,,,,,,,,,,,,
CYIENT,Cyient Limited,EQ,30-Sep-1998,5,1,INE136B01020,5,"'CYIENT.NS',",,,,,,,,,,,,,,,,,
DAAWAT,LT Foods Limited,EQ,18-Dec-2006,1,1,INE818H01020,1,"'DAAWAT.NS',",,,,,,,,,,,,,,,,,
DABUR,Dabur India Limited,EQ,28-Apr-1999,1,1,INE016A01026,1,"'DABUR.NS',",,,,,,,,,,,,,,,,,
DALALSTCOM,DSJ Communications Limited,BE,01-Mar-1995,1,1,INE055C01020,1,"'DALALSTCOM.NS',",,,,,,,,,,,,,,,,,
DALBHARAT,Dalmia Bharat Limited,EQ,22-Jan-2019,2,1,INE00R701025,2,"'DALBHARAT.NS',",,,,,,,,,,,,,,,,,
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-Jan-1996,2,1,INE495A01022,2,"'DALMIASUG.NS',",,,,,,,,,,,,,,,,,
DAMODARIND,Damodar Industries Limited,EQ,04-Jul-2016,5,1,INE497D01022,5,"'DAMODARIND.NS',",,,,,,,,,,,,,,,,,
DANGEE,Dangee Dums Limited,BE,13-Nov-2020,10,1,INE688Y01014,10,"'DANGEE.NS',",,,,,,,,,,,,,,,,,
DATAMATICS,Datamatics Global Services Limited,EQ,07-May-2004,5,1,INE365B01017,5,"'DATAMATICS.NS',",,,,,,,,,,,,,,,,,
