SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,TICKER,,,,,,,,,,,,,,,,,
RUCHI,Ruchi Soya Industries Limited,EQ,24-Jan-2020,2,1,INE619A01035,2,"'RUCHI.NS',",,,,,,,,,,,,,,,,,
RUCHINFRA,Ruchi Infrastructure Limited,BE,16-Oct-1996,1,1,INE413B01023,1,"'RUCHINFRA.NS',",,,,,,,,,,,,,,,,,
RUCHIRA,Ruchira Papers Limited,EQ,20-Dec-2006,10,1,INE803H01014,10,"'RUCHIRA.NS',",,,,,,,,,,,,,,,,,
RUPA,Rupa & Company Limited,EQ,07-Dec-2011,1,1,INE895B01021,1,"'RUPA.NS',",,,,,,,,,,,,,,,,,
RUSHIL,Rushil Decor Limited,BE,07-Jul-2011,10,1,INE573K01017,10,"'RUSHIL.NS',",,,,,,,,,,,,,,,,,
RVHL,Ravinder Heights Limited,EQ,18-Dec-2020,1,1,INE09E501017,1,"'RVHL.NS',",,,,,,,,,,,,,,,,,
RVNL,Rail Vikas Nigam Limited,EQ,11-Apr-2019,10,1,INE415G01027,10,"'RVNL.NS',",,,,,,,,,,,,,,,,,
S&SPOWER,S&S Power Switchgears Limited,EQ,27-Sep-1995,10,1,INE902B01017,10,"'S&SPOWER.NS',",,,,,,,,,,,,,,,,,
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-Sep-2016,10,1,INE860T01019,10,"'SABEVENTS.NS',",,,,,,,,,,,,,,,,,
SABTN,Sri Adhikari Brothers Television Network Limited,BE,16-Nov-2007,10,1,INE416A01036,10,"'SABTN.NS',",,,,,,,,,,,,,,,,,
SADBHAV,Sadbhav Engineering Limited,EQ,01-Mar-2006,1,1,INE226H01026,1,"'SADBHAV.NS',",,,,,,,,,,,,,,,,,
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-Sep-2015,10,1,INE764L01010,10,"'SADBHIN.NS',",,,,,,,,,,,,,,,,,
SAFARI,Safari Industries (India) Limited,EQ,12-Sep-2019,2,1,INE429E01023,2,"'SAFARI.NS',",,,,,,,,,,,,,,,,,
SAGARDEEP,Sagardeep Alloys Limited,BE,25-Jan-2019,10,1,INE976T01013,10,"'SAGARDEEP.NS',",,,,,,,,,,,,,,,,,
SAGCEM,Sagar Cements Limited,EQ,29-Jan-2007,10,1,INE229C01013,10,"'SAGCEM.NS',",,,,,,,,,,,,,,,,,
SAIL,Steel Authority of India Limited,EQ,06-Jul-1995,10,1,INE114A01011,10,"'SAIL.NS',",,,,,,,,,,,,,,,,,
SAKAR,Sakar Healthcare Limited,EQ,11-Apr-2019,10,1,INE732S01012,10,"'SAKAR.NS',",,,,,,,,,,,,,,,,,
SAKHTISUG,Sakthi Sugars Limited,BE,06-Sep-1995,10,1,INE623A01011,10,"'SAKHTISUG.NS',",,,,,,,,,,,,,,,,,
SAKSOFT,Saksoft Limited,EQ,09-May-2005,10,1,INE667G01015,10,"'SAKSOFT.NS',",,,,,,,,,,,,,,,,,
SAKUMA,Sakuma Exports Limited,EQ,08-Mar-2006,1,1,INE190H01024,1,"'SAKUMA.NS',",,,,,,,,,,,,,,,,,
SALASAR,Salasar Techno Engineering Limited,EQ,25-Jul-2017,10,1,INE170V01019,10,"'SALASAR.NS',",,,,,,,,,,,,,,,,,
SALONA,Salona Cotspin Limited,EQ,16-Jun-2016,10,1,INE498E01010,10,"'SALONA.NS',",,,,,,,,,,,,,,,,,
SALSTEEL,S.A.L. Steel Limited,BE,24-Nov-2004,10,1,INE658G01014,10,"'SALSTEEL.NS',",,,,,,,,,,,,,,,,,
SALZERELEC,Salzer Electronics Limited,EQ,02-Dec-2015,10,1,INE457F01013,10,"'SALZERELEC.NS',",,,,,,,,,,,,,,,,,
SAMBHAAV,Sambhaav Media Limited,BE,05-Jun-1996,1,1,INE699B01027,1,"'SAMBHAAV.NS',",,,,,,,,,,,,,,,,,
SANCO,Sanco Industries Limited,EQ,22-Nov-2016,10,1,INE782L01012,10,"'SANCO.NS',",,,,,,,,,,,,,,,,,
SANDESH,The Sandesh Limited,EQ,26-Nov-2002,10,1,INE583B01015,10,"'SANDESH.NS',",,,,,,,,,,,,,,,,,
SANDHAR,Sandhar Technologies Limited,EQ,02-Apr-2018,10,1,INE278H01035,10,"'SANDHAR.NS',",,,,,,,,,,,,,,,,,
SANGAMIND,Sangam (India) Limited,EQ,17-Jul-1996,10,1,INE495C01010,10,"'SANGAMIND.NS',",,,,,,,,,,,,,,,,,
SANGHIIND,Sanghi Industries Limited,EQ,10-May-1995,10,1,INE999B01013,10,"'SANGHIIND.NS',",,,,,,,,,,,,,,,,,
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-Jan-2007,2,1,INE989A01024,2,"'SANGHVIMOV.NS',",,,,,,,,,,,,,,,,,
SANGINITA,Sanginita Chemicals Limited,EQ,15-Jul-2019,10,1,INE753W01010,10,"'SANGINITA.NS',",,,,,,,,,,,,,,,,,
SANOFI,Sanofi India Limited,EQ,19-May-2003,10,1,INE058A01010,10,"'SANOFI.NS',",,,,,,,,,,,,,,,,,
SANWARIA,Sanwaria Consumer Limited,BZ,27-Mar-2006,1,1,INE890C01046,1,"'SANWARIA.NS',",,,,,,,,,,,,,,,,,
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-Dec-2009,10,1,INE385C01013,10,"'SARDAEN.NS',",,,,,,,,,,,,,,,,,
SAREGAMA,Saregama India Limited,EQ,30-Jul-1997,10,1,INE979A01017,10,"'SAREGAMA.NS',",,,,,,,,,,,,,,,,,
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-Jan-2007,1,1,INE453D01025,1,"'SARLAPOLY.NS',",,,,,,,,,,,,,,,,,
SASKEN,Sasken Technologies Limited,EQ,09-Sep-2005,10,1,INE231F01020,10,"'SASKEN.NS',",,,,,,,,,,,,,,,,,
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-Oct-2010,10,1,INE019J01013,10,"'SASTASUNDR.NS',",,,,,,,,,,,,,,,,,
SATHAISPAT,Sathavahana Ispat Limited,BE,27-Dec-2006,10,1,INE176C01016,10,"'SATHAISPAT.NS',",,,,,,,,,,,,,,,,,
SATIA,Satia Industries Limited,EQ,17-Jul-2019,1,1,INE170E01023,1,"'SATIA.NS',",,,,,,,,,,,,,,,,,
SATIN,Satin Creditcare Network Limited,EQ,26-Aug-2015,10,1,INE836B01017,10,"'SATIN.NS',",,,,,,,,,,,,,,,,,
SBICARD,SBI Cards and Payment Services Limited,EQ,16-Mar-2020,10,1,INE018E01016,10,"'SBICARD.NS',",,,,,,,,,,,,,,,,,
SBILIFE,SBI Life Insurance Company Limited,EQ,03-Oct-2017,10,1,INE123W01016,10,"'SBILIFE.NS',",,,,,,,,,,,,,,,,,
SBIN,State Bank of India,EQ,01-Mar-1995,1,1,INE062A01020,1,"'SBIN.NS',",,,,,,,,,,,,,,,,,
SCAPDVR,Stampede Capital Limited,EQ,10-Oct-2017,1,1,INE224E01036,1,"'SCAPDVR.NS',",,,,,,,,,,,,,,,,,
SCHAEFFLER,Schaeffler India Limited,EQ,29-Nov-2000,10,1,INE513A01014,10,"'SCHAEFFLER.NS',",,,,,,,,,,,,,,,,,
SCHAND,S Chand And Company Limited,EQ,09-May-2017,5,1,INE807K01035,5,"'SCHAND.NS',",,,,,,,,,,,,,,,,,
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-Mar-2012,2,1,INE839M01018,2,"'SCHNEIDER.NS',",,,,,,,,,,,,,,,,,
SCI,Shipping Corporation Of India Limited,EQ,13-Aug-1997,10,1,INE109A01011,10,"'SCI.NS',",,,,,,,,,,,,,,,,,
SDBL,Som Distilleries & Breweries Limited,BE,18-Mar-2014,5,1,INE480C01020,5,"'SDBL.NS',",,,,,,,,,,,,,,,,,
SEAMECLTD,Seamec Limited,EQ,28-Jun-1995,10,1,INE497B01018,10,"'SEAMECLTD.NS',",,,,,,,,,,,,,,,,,
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-Jan-2014,5,1,INE650K01021,5,"'SECURKLOUD.NS',",,,,,,,,,,,,,,,,,
SELAN,Selan Exploration Technology Limited,EQ,26-Sep-2006,10,1,INE818A01017,10,"'SELAN.NS',",,,,,,,,,,,,,,,,,
SEPOWER,S.E. Power Limited,BE,27-Jul-2012,10,1,INE735M01018,10,"'SEPOWER.NS',",,,,,,,,,,,,,,,,,
SEQUENT,Sequent Scientific Limited,EQ,10-Mar-2016,2,1,INE807F01027,2,"'SEQUENT.NS',",,,,,,,,,,,,,,,,,
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-Mar-1995,2,1,INE630A01024,2,"'SESHAPAPER.NS',",,,,,,,,,,,,,,,,,
SETCO,Setco Automotive Limited,EQ,01-Jul-2016,2,1,INE878E01021,2,"'SETCO.NS',",,,,,,,,,,,,,,,,,
SETUINFRA,Setubandhan Infrastructure Limited,BE,04-Oct-2011,1,1,INE023M01027,1,"'SETUINFRA.NS',",,,,,,,,,,,,,,,,,
SEYAIND,Seya Industries Limited,EQ,11-Jul-2019,10,1,INE573R01012,10,"'SEYAIND.NS',",,,,,,,,,,,,,,,,,
SFHL-RE,Sundaram Finance RE,BE,06-May-2021,5,1,INE202Z20011,5,"'SFHL-RE.NS',",,,,,,,,,,,,,,,,,
SFL,Sheela Foam Limited,EQ,09-Dec-2016,5,1,INE916U01025,5,"'SFL.NS',",,,,,,,,,,,,,,,,,
SGL,STL Global Limited,EQ,10-Apr-2006,10,1,INE353H01010,10,"'SGL.NS',",,,,,,,,,,,,,,,,,
SHAHALLOYS,Shah Alloys Limited,BE,16-Jun-2005,10,1,INE640C01011,10,"'SHAHALLOYS.NS',",,,,,,,,,,,,,,,,,
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-Jan-2015,10,1,INE908D01010,10,"'SHAKTIPUMP.NS',",,,,,,,,,,,,,,,,,
SHALBY,Shalby Limited,EQ,15-Dec-2017,10,1,INE597J01018,10,"'SHALBY.NS',",,,,,,,,,,,,,,,,,
SHALPAINTS,Shalimar Paints Limited,EQ,03-Mar-2008,2,1,INE849C01026,2,"'SHALPAINTS.NS',",,,,,,,,,,,,,,,,,
SHANKARA,Shankara Building Products Limited,EQ,05-Apr-2017,10,1,INE274V01019,10,"'SHANKARA.NS',",,,,,,,,,,,,,,,,,
SHANTIGEAR,Shanthi Gears Limited,EQ,17-Jan-1996,1,1,INE631A01022,1,"'SHANTIGEAR.NS',",,,,,,,,,,,,,,,,,
SHARDACROP,Sharda Cropchem Limited,EQ,23-Sep-2014,10,1,INE221J01015,10,"'SHARDACROP.NS',",,,,,,,,,,,,,,,,,
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-Sep-2015,2,1,INE597I01028,2,"'SHARDAMOTR.NS',",,,,,,,,,,,,,,,,,
SHAREINDIA,Share India Securities Limited,EQ,21-Sep-2020,10,1,INE932X01018,10,"'SHAREINDIA.NS',",,,,,,,,,,,,,,,,,
SHEMAROO,Shemaroo Entertainment Limited,BE,01-Oct-2014,10,1,INE363M01019,10,"'SHEMAROO.NS',",,,,,,,,,,,,,,,,,
SHIL,Somany Home Innovation Limited,EQ,26-Dec-2019,2,1,INE05AN01011,2,"'SHIL.NS',",,,,,,,,,,,,,,,,,
SHILPAMED,Shilpa Medicare Limited,EQ,03-Dec-2009,1,1,INE790G01031,1,"'SHILPAMED.NS',",,,,,,,,,,,,,,,,,
SHIRPUR-G,Shirpur Gold Refinery Limited,BZ,21-Mar-2001,10,1,INE196B01016,10,"'SHIRPUR-G.NS',",,,,,,,,,,,,,,,,,
SHIVAMAUTO,Shivam Autotech Limited,BE,21-Nov-2006,2,1,INE637H01024,2,"'SHIVAMAUTO.NS',",,,,,,,,,,,,,,,,,
SHIVAMILLS,Shiva Mills Limited,EQ,26-Feb-2018,10,1,INE644Y01017,10,"'SHIVAMILLS.NS',",,,,,,,,,,,,,,,,,
SHIVATEX,Shiva Texyarn Limited,EQ,26-Dec-2017,10,1,INE705C01020,10,"'SHIVATEX.NS',",,,,,,,,,,,,,,,,,
SHK,S H Kelkar and Company Limited,EQ,16-Nov-2015,10,1,INE500L01026,10,"'SHK.NS',",,,,,,,,,,,,,,,,,
SHOPERSTOP,Shoppers Stop Limited,EQ,23-May-2005,5,1,INE498B01024,5,"'SHOPERSTOP.NS',",,,,,,,,,,,,,,,,,
SHRADHA,Shradha Infraprojects Limited,EQ,22-Oct-2020,10,1,INE715Y01015,10,"'SHRADHA.NS',",,,,,,,,,,,,,,,,,
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-2020,10,1,INE232A01011,10,"'SHREDIGCEM.NS',",,,,,,,,,,,,,,,,,
SHREECEM,SHREE CEMENT LIMITED,EQ,26-Apr-1995,10,1,INE070A01015,10,"'SHREECEM.NS',",,,,,,,,,,,,,,,,,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-2015,10,1,INE712K01011,10,"'SHREEPUSHK.NS',",,,,,,,,,,,,,,,,,
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-Mar-2000,5,1,INE879A01019,5,"'SHREERAMA.NS',",,,,,,,,,,,,,,,,,
SHRENIK,Shrenik Limited,BE,02-Aug-2019,1,1,INE632X01030,1,"'SHRENIK.NS',",,,,,,,,,,,,,,,,,
SHREYANIND,Shreyans Industries Limited,EQ,06-Nov-1996,10,1,INE231C01019,10,"'SHREYANIND.NS',",,,,,,,,,,,,,,,,,
SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-Mar-1995,10,1,INE757B01015,10,"'SHREYAS.NS',",,,,,,,,,,,,,,,,,
SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-Jun-2016,10,1,INE526E01018,10,"'SHRIPISTON.NS',",,,,,,,,,,,,,,,,,
SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-Apr-2005,10,1,INE722A01011,10,"'SHRIRAMCIT.NS',",,,,,,,,,,,,,,,,,
SHRIRAMEPC,Shriram EPC Limited,EQ,20-Feb-2008,10,1,INE964H01014,10,"'SHRIRAMEPC.NS',",,,,,,,,,,,,,,,,,
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-Jul-2015,1,1,INE979R01011,1,"'SHYAMCENT.NS',",,,,,,,,,,,,,,,,,
SHYAMTEL,Shyam Telecom Limited,BE,06-Nov-2006,10,1,INE635A01023,10,"'SHYAMTEL.NS',",,,,,,,,,,,,,,,,,
SICAGEN,Sicagen India Limited,BE,21-Aug-2008,10,1,INE176J01011,10,"'SICAGEN.NS',",,,,,,,,,,,,,,,,,
SICAL,Sical Logistics Limited,EQ,28-Apr-1999,10,1,INE075B01012,10,"'SICAL.NS',",,,,,,,,,,,,,,,,,
SIEMENS,Siemens Limited,EQ,06-Sep-1995,2,1,INE003A01024,2,"'SIEMENS.NS',",,,,,,,,,,,,,,,,,
SIGIND,Signet Industries Limited,EQ,29-Aug-2018,10,1,INE529F01035,10,"'SIGIND.NS',",,,,,,,,,,,,,,,,,
SIL,Standard Industries Limited,BE,27-Jan-2004,5,1,INE173A01025,5,"'SIL.NS',",,,,,,,,,,,,,,,,,
SILGO,Silgo Retail Limited,EQ,03-Mar-2021,10,1,INE01II01013,10,"'SILGO.NS',",,,,,,,,,,,,,,,,,
SILINV,SIL Investments Limited,EQ,22-May-1996,10,1,INE923A01015,10,"'SILINV.NS',",,,,,,,,,,,,,,,,,
SILLYMONKS,Silly Monks Entertainment Limited,BE,08-Jul-2020,10,1,INE203Y01012,10,"'SILLYMONKS.NS',",,,,,,,,,,,,,,,,,
SIMBHALS,Simbhaoli Sugars Limited,BE,14-Mar-2016,10,1,INE748T01016,10,"'SIMBHALS.NS',",,,,,,,,,,,,,,,,,
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-Mar-2004,2,1,INE059B01024,2,"'SIMPLEXINF.NS',",,,,,,,,,,,,,,,,,
SINTERCOM,Sintercom India Limited,EQ,07-Oct-2020,10,1,INE129Z01016,10,"'SINTERCOM.NS',",,,,,,,,,,,,,,,,,
SINTEX,Sintex Industries Limited,EQ,05-Nov-1998,1,1,INE429C01035,1,"'SINTEX.NS',",,,,,,,,,,,,,,,,,
SIRCA,Sirca Paints India Limited,EQ,22-Jul-2019,10,1,INE792Z01011,10,"'SIRCA.NS',",,,,,,,,,,,,,,,,,
SIS,SIS LIMITED,EQ,10-Aug-2017,5,1,INE285J01028,5,"'SIS.NS',",,,,,,,,,,,,,,,,,
SITINET,Siti Networks Limited,BE,10-Jan-2007,1,1,INE965H01011,1,"'SITINET.NS',",,,,,,,,,,,,,,,,,
SIYSIL,Siyaram Silk Mills Limited,EQ,29-Jan-2007,2,1,INE076B01028,2,"'SIYSIL.NS',",,,,,,,,,,,,,,,,,
SJVN,SJVN Limited,EQ,20-May-2010,10,1,INE002L01015,10,"'SJVN.NS',",,,,,,,,,,,,,,,,,
SKFINDIA,SKF India Limited,EQ,27-Jan-1999,10,1,INE640A01023,10,"'SKFINDIA.NS',",,,,,,,,,,,,,,,,,
SKIL,SKIL Infrastructure Limited,EQ,09-Oct-1996,10,1,INE429F01012,10,"'SKIL.NS',",,,,,,,,,,,,,,,,,
SKIPPER,Skipper Limited,EQ,27-May-2015,1,1,INE439E01022,1,"'SKIPPER.NS',",,,,,,,,,,,,,,,,,
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-Mar-1997,10,1,INE411D01015,10,"'SKMEGGPROD.NS',",,,,,,,,,,,,,,,,,
SMARTLINK,Smartlink Holdings Limited,EQ,11-Apr-2001,2,1,INE178C01020,2,"'SMARTLINK.NS',",,,,,,,,,,,,,,,,,
SMCGLOBAL,SMC Global Securities Limited,EQ,24-Feb-2021,2,1,INE103C01036,2,"'SMCGLOBAL.NS',",,,,,,,,,,,,,,,,,
SMLISUZU,SML Isuzu Limited,EQ,29-Aug-2003,10,1,INE294B01019,10,"'SMLISUZU.NS',",,,,,,,,,,,,,,,,,
SMPL,Splendid Metal Products Limited,BZ,09-Mar-2010,5,1,INE215G01021,5,"'SMPL.NS',",,,,,,,,,,,,,,,,,
SMSLIFE,SMS Lifesciences India Limited,EQ,17-Aug-2017,10,1,INE320X01016,10,"'SMSLIFE.NS',",,,,,,,,,,,,,,,,,
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-Feb-2007,1,1,INE812G01025,1,"'SMSPHARMA.NS',",,,,,,,,,,,,,,,,,
SNOWMAN,Snowman Logistics Limited,EQ,12-Sep-2014,10,1,INE734N01019,10,"'SNOWMAN.NS',",,,,,,,,,,,,,,,,,
SOBHA,Sobha Limited,EQ,20-Dec-2006,10,1,INE671H01015,10,"'SOBHA.NS',",,,,,,,,,,,,,,,,,
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-Jun-2018,10,1,INE624Z01016,10,"'SOLARA.NS',",,,,,,,,,,,,,,,,,
SOLARINDS,Solar Industries India Limited,EQ,03-Apr-2006,2,1,INE343H01029,2,"'SOLARINDS.NS',",,,,,,,,,,,,,,,,,
SOMANYCERA,Somany Ceramics Limited,EQ,22-Nov-1995,2,1,INE355A01028,2,"'SOMANYCERA.NS',",,,,,,,,,,,,,,,,,
SOMATEX,Soma Textiles & Industries Limited,EQ,14-Aug-1996,10,1,INE314C01013,10,"'SOMATEX.NS',",,,,,,,,,,,,,,,,,
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-Jul-2016,10,1,INE323J01019,10,"'SOMICONVEY.NS',",,,,,,,,,,,,,,,,,
SONATSOFTW,Sonata Software Limited,EQ,28-Jul-1999,1,1,INE269A01021,1,"'SONATSOFTW.NS',",,,,,,,,,,,,,,,,,
SORILINFRA,SORIL Infra Resources Limited,EQ,06-Dec-2005,10,1,INE034H01016,10,"'SORILINFRA.NS',",,,,,,,,,,,,,,,,,
SOTL,Savita Oil Technologies Limited,EQ,28-Jun-1995,10,1,INE035D01012,10,"'SOTL.NS',",,,,,,,,,,,,,,,,,
SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-1998,1,1,INE683A01023,1,"'SOUTHBANK.NS',",,,,,,,,,,,,,,,,,
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-Apr-2019,10,1,INE980Y01015,10,"'SOUTHWEST.NS',",,,,,,,,,,,,,,,,,
SPAL,S. P. Apparels Limited,EQ,12-Aug-2016,10,1,INE212I01016,10,"'SPAL.NS',",,,,,,,,,,,,,,,,,
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-2019,10,1,INE572J01011,10,"'SPANDANA.NS',",,,,,,,,,,,,,,,,,
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-2007,1,1,INE232I01014,1,"'SPARC.NS',",,,,,,,,,,,,,,,,,
SPCENET,Spacenet Enterprises India Limited,BE,10-Jan-2017,1,1,INE970N01027,1,"'SPCENET.NS',",,,,,,,,,,,,,,,,,
SPECIALITY,Speciality Restaurants Limited,EQ,30-May-2012,10,1,INE247M01014,10,"'SPECIALITY.NS',",,,,,,,,,,,,,,,,,
SPENCERS,Spencer's Retail Limited,EQ,25-Jan-2019,5,1,INE020801028,5,"'SPENCERS.NS',",,,,,,,,,,,,,,,,,
SPENTEX,Spentex Industries Limited,BZ,20-Dec-2006,10,1,INE376C01020,10,"'SPENTEX.NS',",,,,,,,,,,,,,,,,,
SPIC,Southern Petrochemicals Industries Corporation Limited,EQ,10-Jan-1996,10,1,INE147A01011,10,"'SPIC.NS',",,,,,,,,,,,,,,,,,
SPICEJET,SPICEJET LTD,EQ,10-May-1995,10,1,INE285B01017,10,"'SPICEJET.NS',",,,,,,,,,,,,,,,,,
SPLIL,SPL Industries Limited,EQ,26-Jul-2005,10,1,INE978G01016,10,"'SPLIL.NS',",,,,,,,,,,,,,,,,,
SPMLINFRA,SPML Infra Limited,BE,14-Feb-1996,2,1,INE937A01023,2,"'SPMLINFRA.NS',",,,,,,,,,,,,,,,,,
SPTL,Sintex Plastics Technology Limited,EQ,08-Aug-2017,1,1,INE501W01021,1,"'SPTL.NS',",,,,,,,,,,,,,,,,,
SPYL,Shekhawati Poly-Yarn Limited,BE,12-Jan-2011,1,1,INE268L01020,1,"'SPYL.NS',",,,,,,,,,,,,,,,,,
SREEL,Sreeleathers Limited,EQ,01-Jan-2014,10,1,INE099F01013,10,"'SREEL.NS',",,,,,,,,,,,,,,,,,
SREINFRA,SREI Infrastructure Finance Limited,EQ,20-Dec-1995,10,1,INE872A01014,10,"'SREINFRA.NS',",,,,,,,,,,,,,,,,,
SRF,SRF Limited,EQ,18-Aug-2003,10,1,INE647A01010,10,"'SRF.NS',",,,,,,,,,,,,,,,,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-2007,10,1,INE917H01012,10,"'SRHHYPOLTD.NS',",,,,,,,,,,,,,,,,,
SRIPIPES,Srikalahasthi Pipes Limited,EQ,28-Aug-2007,10,1,INE943C01027,10,"'SRIPIPES.NS',",,,,,,,,,,,,,,,,,
SRPL,Shree Ram Proteins Limited,BE,23-Sep-2020,10,1,INE008Z01012,10,"'SRPL.NS',",,,,,,,,,,,,,,,,,
SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-Dec-1996,10,1,INE721A01013,10,"'SRTRANSFIN.NS',",,,,,,,,,,,,,,,,,
SSWL,Steel Strips Wheels Limited,EQ,06-Jun-2005,10,1,INE802C01017,10,"'SSWL.NS',",,,,,,,,,,,,,,,,,
STAMPEDE,Stampede Capital Limited,BE,25-Jul-2016,1,1,INE224E01028,1,"'STAMPEDE.NS',",,,,,,,,,,,,,,,,,
STAR,Strides Pharma Science Limited,EQ,02-Feb-2000,10,1,INE939A01011,10,"'STAR.NS',",,,,,,,,,,,,,,,,,
STARCEMENT,Star Cement Limited,EQ,16-Jun-2017,1,1,INE460H01021,1,"'STARCEMENT.NS',",,,,,,,,,,,,,,,,,
STARPAPER,Star Paper Mills Limited,EQ,13-Sep-1995,10,1,INE733A01018,10,"'STARPAPER.NS',",,,,,,,,,,,,,,,,,
STCINDIA,The State Trading Corporation of India Limited,EQ,01-Apr-2003,10,1,INE655A01013,10,"'STCINDIA.NS',",,,,,,,,,,,,,,,,,
STEELCITY,Steel City Securities Limited,EQ,27-Jun-2019,10,1,INE395H01011,10,"'STEELCITY.NS',",,,,,,,,,,,,,,,,,
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-2017,10,1,INE503B01013,10,"'STEELXIND.NS',",,,,,,,,,,,,,,,,,
STEL,Stel Holdings Limited,EQ,09-Feb-2011,10,1,INE577L01016,10,"'STEL.NS',",,,,,,,,,,,,,,,,,
STERTOOLS,Sterling Tools Limited,EQ,02-Feb-2006,2,1,INE334A01023,2,"'STERTOOLS.NS',",,,,,,,,,,,,,,,,,
STINDIA,STI India Limited,BZ,06-Dec-1995,10,1,INE090C01019,10,"'STINDIA.NS',",,,,,,,,,,,,,,,,,
STLTECH,Sterlite Technologies Limited,EQ,08-Dec-2000,2,1,INE089C01029,2,"'STLTECH.NS',",,,,,,,,,,,,,,,,,
STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-2021,10,1,INE00IN01015,10,"'STOVEKRAFT.NS',",,,,,,,,,,,,,,,,,
SUBCAPCITY,International Constructions Limited,BE,10-Jul-1996,10,1,INE845C01016,10,"'SUBCAPCITY.NS',",,,,,,,,,,,,,,,,,
SUBEXLTD,Subex Limited,EQ,05-Nov-2020,5,1,INE754A01055,5,"'SUBEXLTD.NS',",,,,,,,,,,,,,,,,,
SUBROS,Subros Limited,EQ,13-Jul-2005,2,1,INE287B01021,2,"'SUBROS.NS',",,,,,,,,,,,,,,,,,
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-1995,2,1,INE659A01023,2,"'SUDARSCHEM.NS',",,,,,,,,,,,,,,,,,
SUMEETINDS,Sumeet Industries Limited,BE,10-Dec-2010,10,1,INE235C01010,10,"'SUMEETINDS.NS',",,,,,,,,,,,,,,,,,
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-Jan-2020,10,1,INE258G01013,10,"'SUMICHEM.NS',",,,,,,,,,,,,,,,,,
SUMIT,Sumit Woods Limited,EQ,30-Jul-2019,10,1,INE748Z01013,10,"'SUMIT.NS',",,,,,,,,,,,,,,,,,
SUMMITSEC,Summit Securities Limited,EQ,28-Jan-2011,10,1,INE519C01017,10,"'SUMMITSEC.NS',",,,,,,,,,,,,,,,,,
SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-Oct-2012,5,1,INE105A01035,5,"'SUNCLAYLTD.NS',",,,,,,,,,,,,,,,,,
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-Jun-2010,1,1,INE108E01023,1,"'SUNDARAM.NS',",,,,,,,,,,,,,,,,,
SUNDARMFIN,Sundaram Finance Limited,EQ,07-Jan-1998,10,1,INE660A01013,10,"'SUNDARMFIN.NS',",,,,,,,,,,,,,,,,,
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-Mar-2018,5,1,INE202Z01029,5,"'SUNDARMHLD.NS',",,,,,,,,,,,,,,,,,
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-Jul-1996,10,1,INE073D01013,10,"'SUNDRMBRAK.NS',",,,,,,,,,,,,,,,,,
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-Jun-2000,1,1,INE387A01021,1,"'SUNDRMFAST.NS',",,,,,,,,,,,,,,,,,
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-Sep-2005,10,1,INE947A01014,10,"'SUNFLAG.NS',",,,,,,,,,,,,,,,,,
